day,month,numChecklists,numContributors,numSpecies,state
1,1,212,94,131,KS
2,1,230,87,125,KS
3,1,137,78,121,KS
4,1,51,42,105,KS
5,1,66,40,108,KS
6,1,37,30,89,KS
7,1,24,29,74,KS
8,1,54,44,97,KS
9,1,89,65,114,KS
10,1,145,51,104,KS
11,1,43,35,92,KS
12,1,41,39,92,KS
13,1,61,42,107,KS
14,1,45,42,95,KS
15,1,36,36,91,KS
16,1,141,68,127,KS
17,1,63,52,104,KS
18,1,64,50,103,KS
19,1,43,36,87,KS
20,1,39,27,86,KS
21,1,47,41,79,KS
22,1,40,34,90,KS
23,1,138,81,117,KS
24,1,93,58,108,KS
25,1,46,33,88,KS
26,1,48,35,95,KS
27,1,57,36,97,KS
28,1,47,51,100,KS
29,1,51,45,90,KS
30,1,192,96,117,KS
31,1,96,60,111,KS
1,2,34,34,88,KS
2,2,22,24,78,KS
3,2,32,28,82,KS
4,2,57,39,95,KS
5,2,49,38,107,KS
6,2,144,83,119,KS
7,2,73,48,98,KS
8,2,17,23,62,KS
9,2,24,32,76,KS
10,2,40,39,99,KS
11,2,39,34,91,KS
12,2,197,169,105,KS
13,2,313,242,110,KS
14,2,261,205,117,KS
15,2,169,138,115,KS
16,2,30,29,77,KS
17,2,69,46,105,KS
18,2,41,44,86,KS
19,2,76,60,111,KS
20,2,169,96,120,KS
21,2,93,67,113,KS
22,2,44,38,106,KS
23,2,53,41,100,KS
24,2,37,25,82,KS
25,2,39,30,80,KS
26,2,63,40,99,KS
27,2,163,93,122,KS
28,2,69,51,112,KS
29,2,49,38,103,KS
1,3,38,39,93,KS
2,3,24,31,95,KS
3,3,50,41,109,KS
4,3,55,44,114,KS
5,3,156,92,121,KS
6,3,76,55,121,KS
7,3,29,34,85,KS
8,3,46,50,98,KS
9,3,53,44,120,KS
10,3,73,60,121,KS
11,3,89,53,123,KS
12,3,201,57,125,KS
13,3,117,64,126,KS
14,3,46,49,110,KS
15,3,87,49,126,KS
16,3,77,55,116,KS
17,3,71,48,114,KS
18,3,51,36,118,KS
19,3,200,56,132,KS
20,3,109,58,134,KS
21,3,46,44,106,KS
22,3,47,48,117,KS
23,3,36,32,115,KS
24,3,86,51,138,KS
25,3,102,60,135,KS
26,3,171,75,141,KS
27,3,123,71,148,KS
28,3,71,55,127,KS
29,3,51,53,117,KS
30,3,59,56,125,KS
31,3,44,42,122,KS
1,4,65,51,121,KS
2,4,175,89,157,KS
3,4,107,77,142,KS
4,4,94,71,148,KS
5,4,67,52,141,KS
6,4,45,49,113,KS
7,4,64,53,136,KS
8,4,130,81,150,KS
9,4,186,93,168,KS
10,4,174,91,171,KS
11,4,86,67,147,KS
12,4,101,72,145,KS
13,4,81,67,149,KS
14,4,100,58,159,KS
15,4,85,69,164,KS
16,4,165,96,164,KS
17,4,108,81,167,KS
18,4,79,52,148,KS
19,4,83,78,157,KS
20,4,63,65,146,KS
21,4,86,70,184,KS
22,4,183,101,196,KS
23,4,192,116,196,KS
24,4,162,104,198,KS
25,4,115,89,201,KS
26,4,129,86,195,KS
27,4,142,93,188,KS
28,4,110,90,197,KS
29,4,146,88,194,KS
30,4,247,121,229,KS
1,5,217,107,233,KS
2,5,174,92,224,KS
3,5,125,92,221,KS
4,5,141,86,197,KS
5,5,148,100,229,KS
6,5,244,109,226,KS
7,5,256,126,230,KS
8,5,138,87,207,KS
9,5,109,79,207,KS
10,5,143,93,206,KS
11,5,95,77,202,KS
12,5,166,106,225,KS
13,5,87,76,197,KS
14,5,398,140,243,KS
15,5,153,111,224,KS
16,5,55,52,176,KS
17,5,117,97,205,KS
18,5,137,100,214,KS
19,5,78,75,168,KS
20,5,122,90,190,KS
21,5,143,99,190,KS
22,5,117,87,178,KS
23,5,76,61,163,KS
24,5,75,66,167,KS
25,5,69,65,173,KS
26,5,38,42,152,KS
27,5,57,58,145,KS
28,5,138,76,181,KS
29,5,101,73,175,KS
30,5,82,64,167,KS
31,5,44,42,145,KS
1,6,58,56,145,KS
2,6,44,43,133,KS
3,6,74,53,151,KS
4,6,88,60,137,KS
5,6,82,53,151,KS
6,6,32,33,109,KS
7,6,48,45,132,KS
8,6,26,31,111,KS
9,6,32,28,119,KS
10,6,108,41,150,KS
11,6,91,62,148,KS
12,6,77,59,145,KS
13,6,50,44,126,KS
14,6,39,31,112,KS
15,6,29,29,99,KS
16,6,33,33,117,KS
17,6,24,28,108,KS
18,6,119,49,138,KS
19,6,64,42,128,KS
20,6,27,30,104,KS
21,6,32,26,134,KS
22,6,22,24,109,KS
23,6,28,38,106,KS
24,6,35,30,124,KS
25,6,69,33,130,KS
26,6,159,44,130,KS
27,6,38,32,140,KS
28,6,40,24,129,KS
29,6,40,36,118,KS
30,6,46,41,121,KS
1,7,58,37,117,KS
2,7,87,35,147,KS
3,7,73,39,136,KS
4,7,75,53,149,KS
5,7,29,30,131,KS
6,7,33,31,106,KS
7,7,23,27,94,KS
8,7,48,29,128,KS
9,7,76,36,122,KS
10,7,54,30,104,KS
11,7,24,21,86,KS
12,7,25,32,102,KS
13,7,40,27,114,KS
14,7,90,41,141,KS
15,7,44,34,139,KS
16,7,110,60,130,KS
17,7,74,35,136,KS
18,7,13,22,83,KS
19,7,15,17,88,KS
20,7,28,26,98,KS
21,7,18,25,106,KS
22,7,19,27,117,KS
23,7,65,43,144,KS
24,7,64,36,129,KS
25,7,34,29,127,KS
26,7,25,25,126,KS
27,7,28,21,105,KS
28,7,33,29,137,KS
29,7,38,33,149,KS
30,7,64,43,135,KS
31,7,40,40,131,KS
1,8,15,20,121,KS
2,8,27,28,135,KS
3,8,25,21,118,KS
4,8,19,16,115,KS
5,8,35,29,136,KS
6,8,55,37,143,KS
7,8,56,36,135,KS
8,8,35,30,139,KS
9,8,21,22,103,KS
10,8,9,12,76,KS
11,8,12,18,92,KS
12,8,38,34,151,KS
13,8,78,46,170,KS
14,8,44,33,131,KS
15,8,31,31,132,KS
16,8,33,27,120,KS
17,8,37,26,136,KS
18,8,34,19,113,KS
19,8,20,28,127,KS
20,8,81,55,146,KS
21,8,64,52,147,KS
22,8,17,20,64,KS
23,8,19,28,93,KS
24,8,34,25,123,KS
25,8,41,30,134,KS
26,8,63,49,166,KS
27,8,283,74,170,KS
28,8,113,64,157,KS
29,8,21,27,92,KS
30,8,27,23,118,KS
31,8,30,26,111,KS
1,9,35,33,125,KS
